Epoch,Loss,Categorical Accuracy,Diversity,Seed,Generated,Seed text,Generated text,Full text
81,0.0089,0.9998,0.7,10,20,fast as he can shovel it he is got every, sensual gratification he can possibly desire and it is not enough because there are no here and now ness about,fast as he can shovel it he is got every sensual gratification he can possibly desire and it is not enough because there are no here and now ness about
82,0.0084,0.9998,0.3,10,20,are that eternal spiritwell if each of us is that, very old being and not this young body or this body that is going through this life why do not,are that eternal spiritwell if each of us is that very old being and not this young body or this body that is going through this life why do not
82,0.0084,0.9998,0.4,10,20,are that eternal spiritwell if each of us is that, very old being and not this young body or this body that is going through this life why do not,are that eternal spiritwell if each of us is that very old being and not this young body or this body that is going through this life why do not
82,0.0084,0.9998,0.5,10,20,are that eternal spiritwell if each of us is that, very old being and not this young body or this body that is going through this life why do not,are that eternal spiritwell if each of us is that very old being and not this young body or this body that is going through this life why do not
82,0.0084,0.9998,0.6,10,20,are that eternal spiritwell if each of us is that, very old being and not this young body or this body that is going through this life why do not,are that eternal spiritwell if each of us is that very old being and not this young body or this body that is going through this life why do not
82,0.0084,0.9998,0.7,10,20,are that eternal spiritwell if each of us is that, very old being and not this young body or this body that is going through this life why do not,are that eternal spiritwell if each of us is that very old being and not this young body or this body that is going through this life why do not
83,0.0079,0.9997,0.3,10,20,saying it is it is all done as consecrated action, it is all dedicated it is all sacred in the old days like many of you i suppose i was,saying it is it is all done as consecrated action it is all dedicated it is all sacred in the old days like many of you i suppose i was
83,0.0079,0.9997,0.4,10,20,saying it is it is all done as consecrated action, it is all dedicated it is all sacred in the old days like many of you i suppose i was,saying it is it is all done as consecrated action it is all dedicated it is all sacred in the old days like many of you i suppose i was
83,0.0079,0.9997,0.5,10,20,saying it is it is all done as consecrated action, it is all dedicated it is all sacred in the old days like many of you i suppose i was,saying it is it is all done as consecrated action it is all dedicated it is all sacred in the old days like many of you i suppose i was
83,0.0079,0.9997,0.6,10,20,saying it is it is all done as consecrated action, it is all dedicated it is all sacred in the old days like many of you i suppose i was,saying it is it is all done as consecrated action it is all dedicated it is all sacred in the old days like many of you i suppose i was
83,0.0079,0.9997,0.7,10,20,saying it is it is all done as consecrated action, it is all dedicated it is all sacred in the old days like many of you i suppose i was,saying it is it is all done as consecrated action it is all dedicated it is all sacred in the old days like many of you i suppose i was
84,0.0073,0.9999,0.3,10,20,i going to do with them and i would start, to have these horrible thoughts and all my impurities would rise to the surface and they would really be and,i going to do with them and i would start to have these horrible thoughts and all my impurities would rise to the surface and they would really be and
84,0.0073,0.9999,0.4,10,20,i going to do with them and i would start, to have these horrible thoughts and all my impurities would rise to the surface and they would really be and,i going to do with them and i would start to have these horrible thoughts and all my impurities would rise to the surface and they would really be and
84,0.0073,0.9999,0.5,10,20,i going to do with them and i would start, to have these horrible thoughts and all my impurities would rise to the surface and they would really be and,i going to do with them and i would start to have these horrible thoughts and all my impurities would rise to the surface and they would really be and
84,0.0073,0.9999,0.6,10,20,i going to do with them and i would start, to have these horrible thoughts and all my impurities would rise to the surface and they would really be and,i going to do with them and i would start to have these horrible thoughts and all my impurities would rise to the surface and they would really be and
84,0.0073,0.9999,0.7,10,20,i going to do with them and i would start, to have these horrible thoughts and all my impurities would rise to the surface and they would really be and,i going to do with them and i would start to have these horrible thoughts and all my impurities would rise to the surface and they would really be and
85,0.0072,0.9998,0.3,10,20,because there are no here and now ness about it, here and now is the doorway to all that energy because if you are truthfully here and now there are,because there are no here and now ness about it here and now is the doorway to all that energy because if you are truthfully here and now there are
85,0.0072,0.9998,0.4,10,20,because there are no here and now ness about it, here and now is the doorway to all that energy because if you are truthfully here and now there are,because there are no here and now ness about it here and now is the doorway to all that energy because if you are truthfully here and now there are
85,0.0072,0.9998,0.5,10,20,because there are no here and now ness about it, here and now is the doorway to all that energy because if you are truthfully here and now there are,because there are no here and now ness about it here and now is the doorway to all that energy because if you are truthfully here and now there are
85,0.0072,0.9998,0.6,10,20,because there are no here and now ness about it, here and now is the doorway to all that energy because if you are truthfully here and now there are,because there are no here and now ness about it here and now is the doorway to all that energy because if you are truthfully here and now there are
85,0.0072,0.9998,0.7,10,20,because there are no here and now ness about it, here and now is the doorway to all that energy because if you are truthfully here and now there are,because there are no here and now ness about it here and now is the doorway to all that energy because if you are truthfully here and now there are
86,0.0066,0.9999,0.3,10,20,or in art the way it is supposed to be, this is the place right here it is buddha consciousness it is christ consciousness jesus says i and my father,or in art the way it is supposed to be this is the place right here it is buddha consciousness it is christ consciousness jesus says i and my father
86,0.0066,0.9999,0.4,10,20,or in art the way it is supposed to be, this is the place right here it is buddha consciousness it is christ consciousness jesus says i and my father,or in art the way it is supposed to be this is the place right here it is buddha consciousness it is christ consciousness jesus says i and my father
86,0.0066,0.9999,0.5,10,20,or in art the way it is supposed to be, this is the place right here it is buddha consciousness it is christ consciousness jesus says i and my father,or in art the way it is supposed to be this is the place right here it is buddha consciousness it is christ consciousness jesus says i and my father
86,0.0066,0.9999,0.6,10,20,or in art the way it is supposed to be, this is the place right here it is buddha consciousness it is christ consciousness jesus says i and my father,or in art the way it is supposed to be this is the place right here it is buddha consciousness it is christ consciousness jesus says i and my father
86,0.0066,0.9999,0.7,10,20,or in art the way it is supposed to be, this is the place right here it is buddha consciousness it is christ consciousness jesus says i and my father,or in art the way it is supposed to be this is the place right here it is buddha consciousness it is christ consciousness jesus says i and my father
87,0.0063,0.9998,0.3,10,20,to your own thoughts to the tyranny of the drunken, monkey even to the thoughts of i and candle flame not so that you would never think again i mean,to your own thoughts to the tyranny of the drunken monkey even to the thoughts of i and candle flame not so that you would never think again i mean
87,0.0063,0.9998,0.4,10,20,to your own thoughts to the tyranny of the drunken, monkey even to the thoughts of i and candle flame not so that you would never think again i mean,to your own thoughts to the tyranny of the drunken monkey even to the thoughts of i and candle flame not so that you would never think again i mean
87,0.0063,0.9998,0.5,10,20,to your own thoughts to the tyranny of the drunken, monkey even to the thoughts of i and candle flame not so that you would never think again i mean,to your own thoughts to the tyranny of the drunken monkey even to the thoughts of i and candle flame not so that you would never think again i mean
87,0.0063,0.9998,0.6,10,20,to your own thoughts to the tyranny of the drunken, monkey even to the thoughts of i and candle flame not so that you would never think again i mean,to your own thoughts to the tyranny of the drunken monkey even to the thoughts of i and candle flame not so that you would never think again i mean
87,0.0063,0.9998,0.7,10,20,to your own thoughts to the tyranny of the drunken, monkey even to the thoughts of i and candle flame not so that you would never think again i mean,to your own thoughts to the tyranny of the drunken monkey even to the thoughts of i and candle flame not so that you would never think again i mean
88,0.006,0.9998,0.3,10,20,work that way at all it is not like you, had a choice of volunteering or not volunteering that is not the way it works it is as if you,work that way at all it is not like you had a choice of volunteering or not volunteering that is not the way it works it is as if you
88,0.006,0.9998,0.4,10,20,work that way at all it is not like you, had a choice of volunteering or not volunteering that is not the way it works it is as if you,work that way at all it is not like you had a choice of volunteering or not volunteering that is not the way it works it is as if you
88,0.006,0.9998,0.5,10,20,work that way at all it is not like you, had a choice of volunteering or not volunteering that is not the way it works it is as if you,work that way at all it is not like you had a choice of volunteering or not volunteering that is not the way it works it is as if you
88,0.006,0.9998,0.6,10,20,work that way at all it is not like you, had a choice of volunteering or not volunteering that is not the way it works it is as if you,work that way at all it is not like you had a choice of volunteering or not volunteering that is not the way it works it is as if you
88,0.006,0.9998,0.7,10,20,work that way at all it is not like you, had a choice of volunteering or not volunteering that is not the way it works it is as if you,work that way at all it is not like you had a choice of volunteering or not volunteering that is not the way it works it is as if you
89,0.0057,0.9998,0.3,10,20,in the desert through falling in love through bearing a, child through nearly dying through turning on through yoga through taking any one of your senses and pushing it beyond,in the desert through falling in love through bearing a child through nearly dying through turning on through yoga through taking any one of your senses and pushing it beyond
89,0.0057,0.9998,0.4,10,20,in the desert through falling in love through bearing a, child through nearly dying through turning on through yoga through taking any one of your senses and pushing it beyond,in the desert through falling in love through bearing a child through nearly dying through turning on through yoga through taking any one of your senses and pushing it beyond
89,0.0057,0.9998,0.5,10,20,in the desert through falling in love through bearing a, child through nearly dying through turning on through yoga through taking any one of your senses and pushing it beyond,in the desert through falling in love through bearing a child through nearly dying through turning on through yoga through taking any one of your senses and pushing it beyond
89,0.0057,0.9998,0.6,10,20,in the desert through falling in love through bearing a, child through nearly dying through turning on through yoga through taking any one of your senses and pushing it beyond,in the desert through falling in love through bearing a child through nearly dying through turning on through yoga through taking any one of your senses and pushing it beyond
89,0.0057,0.9998,0.7,10,20,in the desert through falling in love through bearing a, child through nearly dying through turning on through yoga through taking any one of your senses and pushing it beyond,in the desert through falling in love through bearing a child through nearly dying through turning on through yoga through taking any one of your senses and pushing it beyond
90,0.0054,0.9998,0.3,10,20,except ye be converted and become as little children ye, shall not enter the kingdom of heaven that is a secret think of how many times you have heard that,except ye be converted and become as little children ye shall not enter the kingdom of heaven that is a secret think of how many times you have heard that
90,0.0054,0.9998,0.4,10,20,except ye be converted and become as little children ye, shall not enter the kingdom of heaven that is a secret think of how many times you have heard that,except ye be converted and become as little children ye shall not enter the kingdom of heaven that is a secret think of how many times you have heard that
90,0.0054,0.9998,0.5,10,20,except ye be converted and become as little children ye, shall not enter the kingdom of heaven that is a secret think of how many times you have heard that,except ye be converted and become as little children ye shall not enter the kingdom of heaven that is a secret think of how many times you have heard that
90,0.0054,0.9998,0.6,10,20,except ye be converted and become as little children ye, shall not enter the kingdom of heaven that is a secret think of how many times you have heard that,except ye be converted and become as little children ye shall not enter the kingdom of heaven that is a secret think of how many times you have heard that
90,0.0054,0.9998,0.7,10,20,except ye be converted and become as little children ye, shall not enter the kingdom of heaven that is a secret think of how many times you have heard that,except ye be converted and become as little children ye shall not enter the kingdom of heaven that is a secret think of how many times you have heard that
91,0.0051,0.9999,0.3,10,20,2 he is eternally in that place he is in, what is known as sahaj samadhi he is right at the edge he stays at that edge and that is,2 he is eternally in that place he is in what is known as sahaj samadhi he is right at the edge he stays at that edge and that is
91,0.0051,0.9999,0.4,10,20,2 he is eternally in that place he is in, what is known as sahaj samadhi he is right at the edge he stays at that edge and that is,2 he is eternally in that place he is in what is known as sahaj samadhi he is right at the edge he stays at that edge and that is
91,0.0051,0.9999,0.5,10,20,2 he is eternally in that place he is in, what is known as sahaj samadhi he is right at the edge he stays at that edge and that is,2 he is eternally in that place he is in what is known as sahaj samadhi he is right at the edge he stays at that edge and that is
91,0.0051,0.9999,0.6,10,20,2 he is eternally in that place he is in, what is known as sahaj samadhi he is right at the edge he stays at that edge and that is,2 he is eternally in that place he is in what is known as sahaj samadhi he is right at the edge he stays at that edge and that is
91,0.0051,0.9999,0.7,10,20,2 he is eternally in that place he is in, what is known as sahaj samadhi he is right at the edge he stays at that edge and that is,2 he is eternally in that place he is in what is known as sahaj samadhi he is right at the edge he stays at that edge and that is
92,0.0048,0.9998,0.3,10,20,the beyond and you finally cross the great ocean of, existence gate gate paragate parasamgate bodhi swaha and you stand on the other side and you are completely free who,the beyond and you finally cross the great ocean of existence gate gate paragate parasamgate bodhi swaha and you stand on the other side and you are completely free who
92,0.0048,0.9998,0.4,10,20,the beyond and you finally cross the great ocean of, existence gate gate paragate parasamgate bodhi swaha and you stand on the other side and you are completely free who,the beyond and you finally cross the great ocean of existence gate gate paragate parasamgate bodhi swaha and you stand on the other side and you are completely free who
92,0.0048,0.9998,0.5,10,20,the beyond and you finally cross the great ocean of, existence gate gate paragate parasamgate bodhi swaha and you stand on the other side and you are completely free who,the beyond and you finally cross the great ocean of existence gate gate paragate parasamgate bodhi swaha and you stand on the other side and you are completely free who
92,0.0048,0.9998,0.6,10,20,the beyond and you finally cross the great ocean of, existence gate gate paragate parasamgate bodhi swaha and you stand on the other side and you are completely free who,the beyond and you finally cross the great ocean of existence gate gate paragate parasamgate bodhi swaha and you stand on the other side and you are completely free who
92,0.0048,0.9998,0.7,10,20,the beyond and you finally cross the great ocean of, existence gate gate paragate parasamgate bodhi swaha and you stand on the other side and you are completely free who,the beyond and you finally cross the great ocean of existence gate gate paragate parasamgate bodhi swaha and you stand on the other side and you are completely free who
93,0.0046,0.9999,0.3,10,20,doer to do it anyway and then you are in, the void then the buddha nature sees there are many beings whose veils are very thin and you can come,doer to do it anyway and then you are in the void then the buddha nature sees there are many beings whose veils are very thin and you can come
93,0.0046,0.9999,0.4,10,20,doer to do it anyway and then you are in, the void then the buddha nature sees there are many beings whose veils are very thin and you can come,doer to do it anyway and then you are in the void then the buddha nature sees there are many beings whose veils are very thin and you can come
93,0.0046,0.9999,0.5,10,20,doer to do it anyway and then you are in, the void then the buddha nature sees there are many beings whose veils are very thin and you can come,doer to do it anyway and then you are in the void then the buddha nature sees there are many beings whose veils are very thin and you can come
93,0.0046,0.9999,0.6,10,20,doer to do it anyway and then you are in, the void then the buddha nature sees there are many beings whose veils are very thin and you can come,doer to do it anyway and then you are in the void then the buddha nature sees there are many beings whose veils are very thin and you can come
93,0.0046,0.9999,0.7,10,20,doer to do it anyway and then you are in, the void then the buddha nature sees there are many beings whose veils are very thin and you can come,doer to do it anyway and then you are in the void then the buddha nature sees there are many beings whose veils are very thin and you can come
94,0.0044,0.9997,0.3,10,20,does not want to know the whole game is based, on faith what you may not understand is the whole game you have been playing is also based on faith,does not want to know the whole game is based on faith what you may not understand is the whole game you have been playing is also based on faith
94,0.0044,0.9997,0.4,10,20,does not want to know the whole game is based, on faith what you may not understand is the whole game you have been playing is also based on faith,does not want to know the whole game is based on faith what you may not understand is the whole game you have been playing is also based on faith
94,0.0044,0.9997,0.5,10,20,does not want to know the whole game is based, on faith what you may not understand is the whole game you have been playing is also based on faith,does not want to know the whole game is based on faith what you may not understand is the whole game you have been playing is also based on faith
94,0.0044,0.9997,0.6,10,20,does not want to know the whole game is based, on faith what you may not understand is the whole game you have been playing is also based on faith,does not want to know the whole game is based on faith what you may not understand is the whole game you have been playing is also based on faith
94,0.0044,0.9997,0.7,10,20,does not want to know the whole game is based, on faith what you may not understand is the whole game you have been playing is also based on faith,does not want to know the whole game is based on faith what you may not understand is the whole game you have been playing is also based on faith
95,0.0042,0.9999,0.3,10,20,was all spit and polish all business he is a, pure brahmin and he has work to do and he is going to teach me and it was all no,was all spit and polish all business he is a pure brahmin and he has work to do and he is going to teach me and it was all no
95,0.0042,0.9999,0.4,10,20,was all spit and polish all business he is a, pure brahmin and he has work to do and he is going to teach me and it was all no,was all spit and polish all business he is a pure brahmin and he has work to do and he is going to teach me and it was all no
95,0.0042,0.9999,0.5,10,20,was all spit and polish all business he is a, pure brahmin and he has work to do and he is going to teach me and it was all no,was all spit and polish all business he is a pure brahmin and he has work to do and he is going to teach me and it was all no
95,0.0042,0.9999,0.6,10,20,was all spit and polish all business he is a, pure brahmin and he has work to do and he is going to teach me and it was all no,was all spit and polish all business he is a pure brahmin and he has work to do and he is going to teach me and it was all no
95,0.0042,0.9999,0.7,10,20,was all spit and polish all business he is a, pure brahmin and he has work to do and he is going to teach me and it was all no,was all spit and polish all business he is a pure brahmin and he has work to do and he is going to teach me and it was all no
96,0.0041,0.9997,0.3,10,20,always there question is can you see it funny thing, about all the secrets of the east or the secrets of mysticism they are not secret nobody is saying do,always there question is can you see it funny thing about all the secrets of the east or the secrets of mysticism they are not secret nobody is saying do
96,0.0041,0.9997,0.4,10,20,always there question is can you see it funny thing, about all the secrets of the east or the secrets of mysticism they are not secret nobody is saying do,always there question is can you see it funny thing about all the secrets of the east or the secrets of mysticism they are not secret nobody is saying do
96,0.0041,0.9997,0.5,10,20,always there question is can you see it funny thing, about all the secrets of the east or the secrets of mysticism they are not secret nobody is saying do,always there question is can you see it funny thing about all the secrets of the east or the secrets of mysticism they are not secret nobody is saying do
96,0.0041,0.9997,0.6,10,20,always there question is can you see it funny thing, about all the secrets of the east or the secrets of mysticism they are not secret nobody is saying do,always there question is can you see it funny thing about all the secrets of the east or the secrets of mysticism they are not secret nobody is saying do
96,0.0041,0.9997,0.7,10,20,always there question is can you see it funny thing, about all the secrets of the east or the secrets of mysticism they are not secret nobody is saying do,always there question is can you see it funny thing about all the secrets of the east or the secrets of mysticism they are not secret nobody is saying do
97,0.0039,0.9998,0.3,10,20,still you do your thing live your life in the, world the water goes on down the stream you chop the wood and carry the water you do your thing,still you do your thing live your life in the world the water goes on down the stream you chop the wood and carry the water you do your thing
97,0.0039,0.9998,0.4,10,20,still you do your thing live your life in the, world the water goes on down the stream you chop the wood and carry the water you do your thing,still you do your thing live your life in the world the water goes on down the stream you chop the wood and carry the water you do your thing
97,0.0039,0.9998,0.5,10,20,still you do your thing live your life in the, world the water goes on down the stream you chop the wood and carry the water you do your thing,still you do your thing live your life in the world the water goes on down the stream you chop the wood and carry the water you do your thing
97,0.0039,0.9998,0.6,10,20,still you do your thing live your life in the, world the water goes on down the stream you chop the wood and carry the water you do your thing,still you do your thing live your life in the world the water goes on down the stream you chop the wood and carry the water you do your thing
97,0.0039,0.9998,0.7,10,20,still you do your thing live your life in the, world the water goes on down the stream you chop the wood and carry the water you do your thing,still you do your thing live your life in the world the water goes on down the stream you chop the wood and carry the water you do your thing
98,0.0038,0.9997,0.3,10,20,a rope to go around my waist with seven strands, and he would be explaining each strand and i honor him and love him and i wish to serve him,a rope to go around my waist with seven strands and he would be explaining each strand and i honor him and love him and i wish to serve him
98,0.0038,0.9997,0.4,10,20,a rope to go around my waist with seven strands, and he would be explaining each strand and i honor him and love him and i wish to serve him,a rope to go around my waist with seven strands and he would be explaining each strand and i honor him and love him and i wish to serve him
98,0.0038,0.9997,0.5,10,20,a rope to go around my waist with seven strands, and he would be explaining each strand and i honor him and love him and i wish to serve him,a rope to go around my waist with seven strands and he would be explaining each strand and i honor him and love him and i wish to serve him
98,0.0038,0.9997,0.6,10,20,a rope to go around my waist with seven strands, and he would be explaining each strand and i honor him and love him and i wish to serve him,a rope to go around my waist with seven strands and he would be explaining each strand and i honor him and love him and i wish to serve him
98,0.0038,0.9997,0.7,10,20,a rope to go around my waist with seven strands, and he would be explaining each strand and i honor him and love him and i wish to serve him,a rope to go around my waist with seven strands and he would be explaining each strand and i honor him and love him and i wish to serve him
99,0.0035,0.9998,0.3,10,20,are nobody there when i met my guru who knew, everything in my head i realized that he knew everything in my head whether i liked it or not he,are nobody there when i met my guru who knew everything in my head i realized that he knew everything in my head whether i liked it or not he
99,0.0035,0.9998,0.4,10,20,are nobody there when i met my guru who knew, everything in my head i realized that he knew everything in my head whether i liked it or not he,are nobody there when i met my guru who knew everything in my head i realized that he knew everything in my head whether i liked it or not he
99,0.0035,0.9998,0.5,10,20,are nobody there when i met my guru who knew, everything in my head i realized that he knew everything in my head whether i liked it or not he,are nobody there when i met my guru who knew everything in my head i realized that he knew everything in my head whether i liked it or not he
99,0.0035,0.9998,0.6,10,20,are nobody there when i met my guru who knew, everything in my head i realized that he knew everything in my head whether i liked it or not he,are nobody there when i met my guru who knew everything in my head i realized that he knew everything in my head whether i liked it or not he
99,0.0035,0.9998,0.7,10,20,are nobody there when i met my guru who knew, everything in my head i realized that he knew everything in my head whether i liked it or not he,are nobody there when i met my guru who knew everything in my head i realized that he knew everything in my head whether i liked it or not he
100,0.0034,0.9998,0.3,10,20,can only move as fast as we all can moveyou, can hear this message only as purely as i am pure that is the way it boils down i can,can only move as fast as we all can moveyou can hear this message only as purely as i am pure that is the way it boils down i can
100,0.0034,0.9998,0.4,10,20,can only move as fast as we all can moveyou, can hear this message only as purely as i am pure that is the way it boils down i can,can only move as fast as we all can moveyou can hear this message only as purely as i am pure that is the way it boils down i can
100,0.0034,0.9998,0.5,10,20,can only move as fast as we all can moveyou, can hear this message only as purely as i am pure that is the way it boils down i can,can only move as fast as we all can moveyou can hear this message only as purely as i am pure that is the way it boils down i can
100,0.0034,0.9998,0.6,10,20,can only move as fast as we all can moveyou, can hear this message only as purely as i am pure that is the way it boils down i can,can only move as fast as we all can moveyou can hear this message only as purely as i am pure that is the way it boils down i can
100,0.0034,0.9998,0.7,10,20,can only move as fast as we all can moveyou, can hear this message only as purely as i am pure that is the way it boils down i can,can only move as fast as we all can moveyou can hear this message only as purely as i am pure that is the way it boils down i can
